incident_id,name,start_date,end_date,incident_type,receiver_country,receiver_regions,receiver_category,receiver_subcategory,initiator_name,initiator_country,initiator_category,initiator_subcategory,attribution_type,attributing_actor,cyber_conflict_issue,zero_days,mitre_initial_access,mitre_impact,has_disruption,data_theft,hijacking,impact_indicator_score,functional_impact,intelligence_impact,economic_impact_value,response_indicator,start_year
417,ShiqiangGroup vs. Taiwan,2013-01-01,,"Data theft, Hijacking with Misuse","Taiwan, China","ASIA, SCS, ASIA, SCS, EASIA, NEA, SCO","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)",Government / ministries,Shiqiang Group,China,Unknown,Not available,Technical report,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,System Misuse,0,Not available,Not available,0,Not available,2013.0
416,North Korea espionage campaign,2012-01-01,,"Data theft, Hijacking with Misuse","South Korea, Japan, Vietnam, Middle East (region)","ASIA, SCS, NEA, ASIA, SCS, SEA","State institutions / political system, Critical infrastructure, Social groups, Media","Government / ministries, Military, Transportation, Health, Telecommunications, Finance, Defence industry, Advocacy / activists (e.g. human rights organizations), Political opposition / dissidents / expats",APT37/Richochet Chollima/Red Eyes/InkySquid/ScarCruft/Reaper/Group123/TEMP.Reaper/Venus 121/G0067,North Korea,State affiliated actor,Not available,Technical report,Not available,"System / ideology, International power",Yes,Not available,Not available,False,Sensitive information,System Misuse,0,Not available,Not available,0,Not available,2012.0
415,Moroccan government vs. Human rights organization,2012-07-01,,"Data theft, Hijacking with Misuse",Morocco,"AFRICA, NAF, MENA",Social groups,Advocacy / activists (e.g. human rights organizations),Unknown,Morocco,State,Not available,Media statement / Social media,Not available,System / ideology,No,Not available,Not available,False,Sensitive information,System Misuse,0,Not available,Not available,0,Not available,2012.0
414,Guatemala state surveillance,2012-01-01,,"Data theft, Hijacking with Misuse",Guatemala,CENTAM,"Social groups, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Media",Political opposition / dissidents / expats,General Directoral of Civil Intelligence (DIGICI),Guatemala,State,Not available,Technical report,Not available,System / ideology,No,Not available,Not available,False,Sensitive information,System Misuse,0,Not available,Not available,0,Not available,2012.0
413,Brazil HackTeam vs. Interpol,2012-12-25,2012-12-25,Disruption,Indonesia,"ASIA, SCS, SEA",International / supranational organization,Not available,Brazil Hack Team,Brazil,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
412,OP India,2012-12-13,2012-12-13,Disruption,India,"ASIA, SASIA, SCO",Media,Not available,Anonymous,India,Non-state-group,Hacktivist(s),Self-attribution,Not available,Other,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
411,H4ksniper vs. SouthAfrica,2012-12-09,2012-12-09,Disruption,South Africa,"AFRICA, SSA",State institutions / political system,Government / ministries,H4ksniper,Morocco,Non-state-group,Hacktivist(s),Self-attribution,Not available,Subnational predominance,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
410,BGHH vs. Pakistan,2012-12-01,2012-12-10,"Data theft & Doxing, Disruption",Pakistan,"ASIA, SASIA, SCO","State institutions / political system, Media","Judiciary, Military, Government / ministries",Bangladesh Grey Hat Hackers,Bangladesh,Non-state-group,Hacktivist(s),Self-attribution,Not available,Cyber-specific,No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2012.0
409,BGHH vs. Sri Lanka,2012-12-01,,Disruption,Sri Lanka,"ASIA, SASIA",State institutions / political system,Government / ministries,Bangladesh Grey Hat Hackers,Bangladesh,Non-state-group,Hacktivist(s),Self-attribution,Not available,Other,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
408,MoroccanGhosts attack South Africa,2012-12-01,,Disruption,South Africa,"AFRICA, SSA","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Media",Not available,Moroccan Ghosts,Morocco,Non-state-group,Hacktivist(s),Self-attribution,Not available,International power,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
407,Pakistan CyberArmy vs. Bangladesh,2012-12-01,,Disruption,"China, Bangladesh","ASIA, SCS, EASIA, NEA, SCO, ASIA, SASIA",State institutions / political system,Government / ministries,Bangladesh Cyber Army,Pakistan,Non-state-group,Hacktivist(s),Self-attribution,Not available,Cyber-specific,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
406,Accidental Syrian Internet Blackout,2012-11-29,2012-11-29,Disruption,Syria,"ASIA, MENA, MEA",Critical infrastructure,Telecommunications,NSA/Equation Group,United States,State,Not available,Technical report,Not available,"System / ideology, International power",No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
405,Anonymous Cyberwar vs. Israel,2012-11-12,2012-11-20,"Data theft & Doxing, Disruption",Israel,"ASIA, MENA, MEA","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), End user(s) / specially protected groups","Government / ministries, Intelligence agencies",Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,Non-sensitive information,None,0,Not available,Not available,0,Not available,2012.0
404,Op Syria,2012-11-01,,Data theft & Doxing,Syria,"ASIA, MENA, MEA",State institutions / political system,Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Unknown,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2012.0
403,Yourikan counter attack OP Israel,2012-11-01,,Disruption,Palestine,"ASIA, MENA, MEA",Critical infrastructure,Telecommunications,Yourikan,Israel,Individual hacker(s),Not available,Self-attribution,Not available,Secession,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
402,Muslim Liberation Army vs. Israel,2012-11-01,,Disruption,Israel,"ASIA, MENA, MEA",State institutions / political system,Government / ministries,Muslim Liberation Army,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Secession,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
401,Zcompany Hacking Crew hacks government pages in Israel,2012-11-01,,Disruption,Israel,"ASIA, MENA, MEA",State institutions / political system,Government / ministries,Zcompany Hacking Crew,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Secession,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
400,Op Israel 2012 Bangladeshi Part,2012-11-01,,Disruption,Israel,"ASIA, MENA, MEA",Unknown,Not available,Pakistan Grey Hat Hackers,Bangladesh,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
399,US Media Outlets hacked by the Chinese,2012-10-01,,Data theft,United States,"NATO, NORTHAM",Media,Not available,Unknown,China,State,Not available,Anonymous media statement,Not available,System / ideology,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2012.0
398,Mike Mullen Hacked,2012-10-01,,Disruption,United States,"NATO, NORTHAM",State institutions / political system,Military,Unknown,China,State,Not available,Anonymous media statement,Not available,International power,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
397,LolSec leak Nigerian National Assembly Data,2012-10-01,,Data theft & Doxing,Nigeria,"AFRICA, SSA",State institutions / political system,Government / ministries,LolSec,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Cyber-specific,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2012.0
396,BGHH defaces pages,2012-10-01,,Disruption,Israel,"ASIA, MENA, MEA",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Bangladesh Grey Hat Hackers,Bangladesh,Non-state-group,Hacktivist(s),Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
395,CapoO_TunisiAnoO hack vs. Israel,2012-10-01,,Disruption,Israel,"ASIA, MENA, MEA",Unknown,Not available,CapoO_TunisiAnoO,Tunisia,Individual hacker(s),Not available,Self-attribution,Not available,System / ideology,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
394,Kosova Hacker’s Security vs. Us_weather.gov,2012-10-01,,Disruption,United States,"NATO, NORTHAM",State institutions / political system,Government / ministries,Kosova Hacker’s Security,United Kingdom,Non-state-group,Hacktivist(s),Self-attribution,Not available,Cyber-specific,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
393,Anonymous vs. NTC Phillipines,2012-10-01,,Disruption,Philippines,"ASIA, SCS, SEA",State institutions / political system,Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Cyber-specific,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
392,Anonymous revenge for Pirate Bay,2012-09-11,2012-09-11,Data theft & Doxing,Cambodia,"ASIA, SEA",State institutions / political system,Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Not available,Cyber-specific,No,Not available,Not available,False,Sensitive information,None,0,Not available,Not available,0,Not available,2012.0
391,Website of Al-Jazeera hacked,2012-09-05,2012-09-05,Disruption,Qatar,"ASIA, MENA, MEA, GULFC",Media,Not available,Unknown,Syria,Non-state-group,Hacktivist(s),Attribution type unclear,Not available,Unknown,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
390,PennState University Hack,2012-09-01,,Data theft,United States,"NATO, NORTHAM","State institutions / political system, Critical infrastructure, Education","Civil service / administration, Research",Unknown,China,Unknown,Not available,Technical report,Not available,Unknown,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2012.0
389,RedHack leak Data of Turkish Ministry of Culture,2012-09-01,,Disruption,Turkey,"ASIA, NATO, MEA",State institutions / political system,Government / ministries,RedHack,Turkey,Non-state-group,Hacktivist(s),Self-attribution,Not available,Other,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
388,Godzilla pentrated Database of Pakistan Army,2012-09-01,,Data theft & Doxing,India,"ASIA, SASIA, SCO",State institutions / political system,Military,Godzilla,Pakistan,Individual hacker(s),Not available,Self-attribution,Not available,System / ideology,No,Not available,Not available,False,Non-sensitive information,None,0,Not available,Not available,0,Not available,2012.0
387,TurkHackTeam vs. UN and UNESCO,2012-09-01,,Disruption,"Philippines, Cuba","ASIA, SCS, SEA",International / supranational organization,Not available,Turk Hack Team,Turkey,Individual hacker(s),Not available,Self-attribution,Not available,Unknown,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
386,Bangladesh Cyber Army attacks Israeli and Bangladeshi Sites,2012-09-01,,Disruption,"Israel, United Kingdom","ASIA, MENA, MEA, EUROPE, NATO, EU, NORTHEU","State institutions / political system, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Media",Government / ministries,Bangladesh Cyber Army,Bangladesh,Non-state-group,Hacktivist(s),Self-attribution,Not available,Other,No,Not available,Not available,True,None,None,0,Not available,Not available,0,Not available,2012.0
